filename	promotion	nomination
1.5 Joppenbergh Mountain	13:56, 28 July 2011	20:29, 3 July 2011
1.6 Tropical Storm Nicole (2010)	16:50, 21 July 2011	23:14, 11 July 2011
1.7 Canoe River train crash	16:50, 21 July 2011	12:52, 11 July 2011
1.8 Theobald of Bec	16:50, 21 July 2011	23:30, 7 July 2011
1.9 Voalavo	03:55, 19 July 2011	00:31, 28 June 2011
1.10 Over There (Fringe)	03:55, 19 July 2011	16:18, 27 June 2011
1.11 Hurricane Eloise	03:55, 19 July 2011	02:56, 22 June 2011
1.12 Malagasy cuisine	03:55, 19 July 2011	11:18, 17 June 2011
1.13 Harold Pinter	03:55, 19 July 2011	23:56, 14 June 2011
1.14 Gumbo	12:07, 15 July 2011	15:38, 16 June 2011
1.15 Indian Camp	03:42, 14 July 2011	20:34, 21 June 2011
1.16 White-bellied Sea Eagle	03:42, 14 July 2011	02:04, 28 June 2011
1.17 Anfield	03:42, 14 July 2011	16:50, 4 July 2011
1.18 Cirrus cloud	03:42, 14 July 2011	02:23, 17 June 2011
1.19 SMS Friedrich der Grosse (1911)	23:28, 10 July 2011	17:40, 7 June 2011
1.20 Terra Nova: Strike Force Centauri	23:28, 10 July 2011	23:39, 29 May 2011
1.21 Harris's List of Covent Garden Ladies	23:28, 10 July 2011	12:15, 11 June 2011
1.22 Astonishing Stories	23:28, 10 July 2011	18:27, 19 June 2011
1.23 Resident Evil 2	23:28, 10 July 2011	00:29, 10 June 2011
1.24 No. 79 Squadron RAAF	23:28, 10 July 2011	10:50, 17 June 2011
1.25 London Necropolis Company	23:28, 10 July 2011	16:52, 20 June 2011
1.26 Javan slow loris	23:28, 10 July 2011	June 2011 (UTC), Ucucha,
1.27 Indian Head eagle	23:28, 10 July 2011	15:09, 27 June 2011
1.28 Suillus pungens	23:28, 10 July 2011	06:21, 28 June 2011
1.29 Deusdedit of Canterbury	19:12, 4 July 2011	23:57, 27 June 2011
1.30 Californium	19:12, 4 July 2011	23:21, 15 June 2011
1.31 Dengue fever	19:12, 4 July 2011	JFW | T@lk, Doc
1.32 Into Temptation (film)	19:12, 4 July 2011	00:12, 3 June 2011
1.33 1952 Winter Olympics	19:12, 4 July 2011	18:07, 31 May 2011
1.34 John McCauley	19:12, 4 July 2011	11:01, 31 May 2011
1.35 Vidkun Quisling	19:12, 4 July 2011	Nominator(s): - Jarry1250
1.36 Kenneth Walker	19:12, 4 July 2011	09:28, 11 May 2011
/June 2011
1.1 Kathleen Ferrier	15:29, 27 June 2011	23:11, 21 June 2011
1.2 English National Opera	15:29, 27 June 2011	16:11, 18 June 2011
1.3 Kenesaw Mountain Landis	15:29, 27 June 2011	16:07, 16 June 2011
1.4 Hurricane Charley (1986)	15:29, 27 June 2011	18:02, 10 June 2011
1.5 Banksia canei	15:29, 27 June 2011	03:15, 10 June 2011
1.6 False potto	15:29, 27 June 2011	07:27, 9 June 2011
1.7 Bryan Gunn	15:29, 27 June 2011	Nominators: User:Dweller, User:The Rambling
1.8 African Crake	20:13, 19 June 2011	11:07, 5 June 2011
1.9 Verpa bohemica	20:13, 19 June 2011	22:39, 3 June 2011
1.10 Mercury dime	20:13, 19 June 2011	21:02, 2 June 2011
1.11 Taxonomy of lemurs	20:13, 19 June 2011	16:38, 27 May 2011
1.12 Anna of East Anglia	16:14, 15 June 2011	17:10, 4 June 2011
1.13 Scott Zolak	16:14, 15 June 2011	18:56, 30 May 2011
1.14 John Y. Brown (1835–1904)	16:14, 15 June 2011	14:48, 25 May 2011
1.15 Mary Anning	16:14, 15 June 2011	07:47, 28 May 2011
1.16 Rhabdomyolysis	16:56, 12 June 2011	20:01, 22 May 2011
1.17 James E. Boyd (scientist)	16:56, 12 June 2011	19:23, 15 May 2011
1.18 Banksia paludosa	03:31, 9 June 2011	09:21, 27 May 2011
1.19 Voalavo gymnocaudus	03:31, 9 June 2011	07:06, 27 May 2011
1.20 Hurricane Gordon (2006)	03:31, 9 June 2011	01:39, 23 May 2011
1.21 Covent Garden	03:31, 9 June 2011	21:44, 2 May 2011
1.22 Guy Fawkes Night	03:31, 9 June 2011	09:01, 1 May 2011
1.23 Liber Eliensis	11:51, 1 June 2011	15:07, 27 May 2011
1.24 The Sun Also Rises	11:51, 1 June 2011	(talk)18:18, 26 May 2011
1.25 Holy Thorn Reliquary	11:51, 1 June 2011	17:44, 26 May 2011
1.26 Thatgamecompany	11:51, 1 June 2011	18:32, 10 May 2011
1.27 Brockway Mountain Drive	11:51, 1 June 2011	00:18, 7 May 2011
1.28 Draped Bust dollar	11:51, 1 June 2011	19:25, 3 May 2011
1.29 Air-tractor sledge	11:51, 1 June 2011	05:53, 27 April 2011
1.30 Homicide: Life on the Street (season 1)	11:51, 1 June 2011	22:03, 24 April 2011
1.31 Logarithm	11:51, 1 June 2011	17:58, 21 March 2011
/May 2011
1.1 William Brill	21:42, 30 May 2011	06:28, 24 April 2011
1.2 Sack of Amorium	21:42, 30 May 2011	19:14, 3 April 2011
1.3 Halifax Gibbet	17:10, 30 May 2011	00:01, 21 May 2011
1.4 Appaloosa	17:10, 30 May 2011	2011 (UTC), User: Ealdgyth,
1.5 Water Rail	17:10, 30 May 2011	05:49, 5 May 2011
1.6 RAF Northolt	17:10, 30 May 2011	21:59, 18 April 2011
1.7 USS Chesapeake (1799)	06:25, 27 May 2011	00:27, 29 April 2011
1.8 Richard Barre	05:54, 27 May 2011	13:05, 16 May 2011
1.9 The Autobiography of Malcolm X	05:54, 27 May 2011	GabeMc, Malik Shabazz, Protonk
1.10 The Magdalen Reading	05:54, 27 May 2011	Nominator(s): Ceoil, Truthkeeper88,
1.11 The Red Badge of Courage	05:54, 27 May 2011	19:04, 2 May 2011
1.12 Slow loris	05:54, 27 May 2011	2011 (UTC); Sasata; Rlendog;
1.13 Percy Grainger	05:03, 27 May 2011	23:42, 20 May 2011
1.14 Myotis escalerai	05:03, 27 May 2011	15:40, 12 May 2011
1.15 Nebula Science Fiction	05:03, 27 May 2011	11:29, 7 May 2011
1.16 Jefferson nickel	05:03, 27 May 2011	00:55, 2 May 2011
1.17 Banksia marginata	05:03, 27 May 2011	22:55, 21 April 2011
1.18 2012 phenomenon	05:03, 27 May 2011	User:Cosmic Latte, User:PL, User:Shii,
1.19 Calabozos	15:20, 6 May 2011	18:59, 22 April 2011
1.20 Abdul Karim (the Munshi)	15:20, 6 May 2011	11:06, 18 April 2011
1.21 Olivia Shakespear	15:20, 6 May 2011	02:26, 18 April 2011
1.22 SS Edmund Fitzgerald	15:20, 6 May 2011	
1.23 Science Fantasy (magazine)	15:20, 6 May 2011	02:59, 16 April 2011
1.24 George Headley	15:20, 6 May 2011	20:06, 11 April 2011
1.25 Hurricane Ginger	15:20, 6 May 2011	03:48, 2 April 2011
1.26 Pigeon photography	15:20, 6 May 2011	07:18, 1 April 2011
1.27 Charles Holden	15:20, 6 May 2011	00:47, 1 April 2011
1.28 U.S. Route 131	15:20, 6 May 2011	01:16, 12 March 2011
1.29 Hygeberht	18:13, 1 May 2011	00:19, 21 April 2011
1.30 Green children of Woolpit	18:13, 1 May 2011	04:15, 19 April 2011
1.31 Trade dollar (United States coin)	18:13, 1 May 2011	18:58, 16 April 2011
1.32 Macrotarsomys petteri	18:13, 1 May 2011	01:44, 16 April 2011
1.33 Peace dollar	18:13, 1 May 2011	15:15, 13 April 2011
1.34 Ernst Lindemann	18:13, 1 May 2011	15:59, 6 April 2011
1.35 SMS Bayern (1915)	18:13, 1 May 2011	00:40, 4 April 2011
1.36 USS New Ironsides	18:13, 1 May 2011	02:10, 29 March 2011
1.37 Zoo TV Tour	18:13, 1 May 2011	15:46, 23 March 2011
/April 2011
1.1 Nixon in China (opera)	01:20, 16 April 2011	16:12, 8 April 2011
1.2 Thomas Beecham	01:20, 16 April 2011	10:09, 6 April 2011
1.3 Unknown (magazine)	01:20, 16 April 2011	01:46, 4 April 2011
1.4 Villa Park	01:20, 16 April 2011	10:50, 3 April 2011
1.5 Mike Jackson	01:20, 16 April 2011	
1.6 Cyclone Waka	01:20, 16 April 2011	00:34, 30 March 2011
1.7 Egyptian temple	01:20, 16 April 2011	17:59, 27 March 2011
1.8 Fiji Parrotfinch	01:20, 16 April 2011	07:36, 27 March 2011
1.9 CSI effect	01:20, 16 April 2011	02:48, 27 March 2011
1.10 True at First Light	01:20, 16 April 2011	21:25, 26 March 2011
1.11 Agaricus deserticola	01:20, 16 April 2011	19:25, 25 March 2011
1.12 John A. Macdonald	01:20, 16 April 2011	07:07, 22 March 2011
1.13 Flowing Hair dollar	01:20, 16 April 2011	19:22, 21 March 2011
1.14 Cloud (video game)	01:20, 16 April 2011	07:39, 20 March 2011
1.15 White Stork	01:20, 16 April 2011	13:23, 17 March 2011
1.16 Broad Ripple Park Carousel	01:20, 16 April 2011	13:38, 11 March 2011
1.17 Sherman Minton	01:20, 16 April 2011	14:53, 1 March 2011
1.18 Princess Maria Amélia of Brazil	01:20, 16 April 2011	Nominator(s): • Astynax
1.19 Akodon spegazzinii	23:54, 3 April 2011	15:00, 21 March 2011
1.20 Queen Victoria	23:54, 3 April 2011	12:32, 21 March 2011
1.21 Fantastic Adventures	23:54, 3 April 2011	23:45, 19 March 2011
1.22 Shakespeare authorship question	23:54, 3 April 2011	11:20, 1 March 2011
1.23 Galápagos tortoise	04:43, 3 April 2011	02:43, 7 February 2011
1.24 La Stazione	04:43, 3 April 2011	23:24, 31 January 2011
1.25 1911 Atlantic hurricane season	03:20, 3 April 2011	00:51, 15 March 2011
1.26 Maya (M.I.A. album)	03:20, 3 April 2011	21:49, 27 February 2011
1.27 Rosendale trestle	03:20, 3 April 2011	22:24, 20 February 2011
1.28 Tom Driberg	02:05, 3 April 2011	21:28, 26 March 2011
1.29 Conservation of slow lorises	02:05, 3 April 2011	04:33, 14 March 2011
1.30 U.S. Route 113	02:05, 3 April 2011	17:37, 11 March 2011
1.31 SMS Markgraf	02:05, 3 April 2011	01:00, 4 March 2011
/March 2011
1.1 Gymnopilus maritimus	19:13, 26 March 2011	22:42, 9 March 2011
1.2 HMS Speedy (1782)	19:13, 26 March 2011	March 2011 (UTC), Benea
1.3 John, King of England	19:13, 26 March 2011	08:41, 23 February 2011
1.4 2010 PapaJohns.com Bowl	19:13, 26 March 2011	20:40, 20 February 2011
1.5 Tatsunoko vs. Capcom: Ultimate All-Stars	19:13, 26 March 2011	01:21, 15 February 2011
1.6 Somerset Levels	19:13, 26 March 2011	20:30, 14 February 2011
1.7 ARA Rivadavia	19:13, 26 March 2011	08:25, 14 February 2011
1.8 Numerical weather prediction	19:13, 26 March 2011	01:32, 9 February 2011
1.9 2009 World Series	22:42, 20 March 2011	16:48, 19 February 2011
1.10 Kennedy half dollar	18:30, 20 March 2011	03:33, 2 March 2011
1.11 Sacagawea dollar	18:30, 20 March 2011	14:29, 21 February 2011
1.12 Planet Stories	22:53, 19 March 2011	00:31, 9 February 2011
1.13 History of Sesame Street	22:53, 19 March 2011	12:40, 7 February 2011
1.14 Flow (video game)	22:10, 19 March 2011	00:18, 23 February 2011
1.15 J. Robert Oppenheimer	21:36, 19 March 2011	20:23, 23 February 2011
1.16 Eastbourne manslaughter	20:51, 19 March 2011	17:16, 7 March 2011
1.17 1906 French Grand Prix	20:51, 19 March 2011	22:59, 4 March 2011
1.18 Suillus salmonicolor	20:51, 19 March 2011	15:40, 1 March 2011
1.19 December 1969 nor'easter	04:14, 14 March 2011	02:59, 20 February 2011
1.20 Hanged, drawn and quartered	04:14, 14 March 2011	23:25, 19 February 2011
1.21 The Legend of Zelda: Link's Awakening	04:14, 14 March 2011	17:06, 15 February 2011
1.22 Me and Juliet	04:14, 14 March 2011	04:37, 19 February 2011
1.23 Marojejy National Park	04:14, 14 March 2011	15:27, 13 February 2011
1.24 USS Constellation vs L'Insurgente	04:14, 14 March 2011	03:11, 1 February 2011
1.25 Malmö FF	04:14, 14 March 2011	22:20, 31 January 2011
1.26 Eduard Streltsov	04:14, 14 March 2011	00:20, 28 January 2011
1.27 Luke P. Blackburn	21:28, 5 March 2011	14:38, 14 February 2011
1.28 Myotis alcathoe	21:28, 5 March 2011	18:22, 8 February 2011
1.29 L. Ron Hubbard	21:28, 5 March 2011	17:57, 8 February 2011
1.30 Herbie Hewett	21:28, 5 March 2011	16:06, 7 February 2011
1.31 2010 Lamar Hunt U.S. Open Cup Final	21:28, 5 March 2011	Nominator(s):
1.32 Parkinson's disease	21:28, 5 March 2011	12:57, 22 January 2011
1.33 U2 3D	21:28, 5 March 2011	06:03, 21 December 2010
/February 2011
1.1 Pipe Dream (musical)	01:37, 23 February 2011	21:39, 9 February 2011
1.2 Clathrus ruber	01:37, 23 February 2011	06:28, 8 February 2011
1.3 Mantra-Rock Dance	01:37, 23 February 2011	07:46, 6 February 2011
1.4 Morgan dollar	01:37, 23 February 2011	19:54, 30 January 2011
1.5 Leslie Groves	01:37, 23 February 2011	02:59, 28 January 2011
1.6 Empire of Brazil	01:37, 23 February 2011	18:10, 4 January 2011
1.7 Johnstown Inclined Plane	04:07, 19 February 2011	17:37, 23 January 2011
1.8 Grand Coulee Dam	04:07, 19 February 2011	03:09, 10 January 2011
1.9 Warren County, Indiana	04:07, 19 February 2011	18:00, 5 January 2011
1.10 Rinaldo (opera)	20:06, 15 February 2011	23:22, 9 February 2011
1.11 2008 Hungarian Grand Prix	20:06, 15 February 2011	18:02, 7 February 2011
1.12 History of the New York Jets	18:47, 12 February 2011	Writer 2.0 (talk ·
1.13 Rutherford B. Hayes	18:42, 12 February 2011	15:27, 31 January 2011
1.14 Minas Geraes-class battleship	18:42, 12 February 2011	09:50, 23 January 2011
1.15 John J. Crittenden	18:42, 12 February 2011	14:22, 4 January 2011
1.16 Battle of Towton	22:45, 8 February 2011	00:31, 31 January 2011
1.17 Adelaide leak	22:45, 8 February 2011	21:14, 26 January 2011
1.18 Frederick Delius	16:55, 8 February 2011	User:Tim riley Tim riley
1.19 U.S. Route 30 in Iowa	16:55, 8 February 2011	04:29, 31 January 2011
1.20 Allegro (musical)	16:55, 8 February 2011	16:57, 24 January 2011
1.21 Thomcord	16:55, 8 February 2011	17:55, 23 January 2011
1.22 Adenanthos cuneatus	16:55, 8 February 2011	02:56, 22 January 2011
1.23 Monticolomys	16:55, 8 February 2011	01:00, 22 January 2011
1.24 Startling Stories	16:55, 8 February 2011	01:31, 17 January 2011
1.25 Stark Raving Dad	16:55, 8 February 2011	22:26, 4 January 2011
1.26 Rhodocene	16:55, 8 February 2011	13:50, 4 January 2011
1.27 1950 Atlantic hurricane season	16:55, 8 February 2011	02:58, 3 January 2011
1.28 Entoloma sinuatum	16:55, 8 February 2011	11:10, 2 January 2011
1.29 Tales of Monkey Island	16:55, 8 February 2011	01:17, 30 December 2010
/January 2011
1.1 Nikolai Kulikovsky	03:55, 31 January 2011	15:28, 13 January 2011
1.2 Ian Dougald McLachlan	03:55, 31 January 2011	05:39, 11 January 2011
1.3 M-6 (Michigan highway)	03:55, 31 January 2011	00:07, 8 January 2011
1.4 Psilocybe semilanceata	03:55, 31 January 2011	17:32, 7 January 2011
1.5 Walden–Wallkill Rail Trail	03:55, 31 January 2011	15:39, 7 January 2011
1.6 Action of 1 January 1800	03:55, 31 January 2011	23:53, 22 December 2010
1.7 C. R. M. F. Cruttwell	02:56, 24 January 2011	15:37, 16 January 2011
1.8 Carousel (musical)	02:56, 24 January 2011	05:08, 13 January 2011
1.9 William Warelwast	02:56, 24 January 2011	23:42, 8 January 2011
1.10 Painted turtle	02:56, 24 January 2011	07:54, 2 January 2011
1.11 C. D. Howe	02:56, 24 January 2011	16:25, 31 December 2010
1.12 1955 MacArthur Airport United Airlines crash	02:56, 24 January 2011	21:42, 26 December 2010
1.13 Teresa Cristina of the Two Sicilies	02:56, 24 January 2011	(talk) and • Astynax
1.14 Section 116 of the Australian Constitution	01:38, 22 January 2011	00:42, 13 January 2011
1.15 Pennatomys	01:38, 22 January 2011	08:55, 4 January 2011
1.16 Bombing of Singapore (1944–1945)	01:38, 22 January 2011	06:21, 30 December 2010
1.17 Adenanthos obovatus	01:38, 22 January 2011	20:41, 27 December 2010
1.18 SMS Rheinland	01:38, 22 January 2011	12:12, 23 December 2010
1.19 Battle of Sio	01:38, 22 January 2011	20:33, 12 December 2010
1.20 Almirante Latorre-class battleship	01:38, 22 January 2011	01:01, 8 December 2010
1.21 Ariel (moon)	00:24, 17 January 2011	21:59, 30 December 2010
1.22 Interstate 80 Business (West Wendover, Nevada – Wendover, Utah)	00:24, 17 January 2011	00:01, 27 December 2010
1.23 Fantastic (magazine)	00:24, 17 January 2011	16:22, 25 December 2010
1.24 Windsor Castle	00:24, 17 January 2011	16:30, 22 December 2010
1.25 Maya stelae	00:24, 17 January 2011	00:13, 17 December 2010
1.26 Japanese aircraft carrier Hōshō	00:24, 17 January 2011	2010 (UTC) and Sturmvogel
1.27 Royal Maundy	04:43, 13 January 2011	13:17, 20 December 2010
1.28 Opening of the Liverpool and Manchester Railway	03:43, 13 January 2011	22:08, 21 December 2010
1.29 Hill 303 massacre	03:43, 13 January 2011	23:11, 15 December 2010
1.30 Thistle, Utah	03:43, 13 January 2011	07:06, 9 December 2010
1.31 Monadnock Building	03:43, 13 January 2011	21:06, 20 November 2010
1.32 Suillus spraguei	00:04, 6 January 2011	06:23, 28 December 2010
1.33 Round Church, Preslav	00:04, 6 January 2011	18:40, 14 December 2010
1.34 Sigi Schmid	01:57, 4 January 2011	10:40, 25 November 2010
1.35 Governor of Kentucky	01:57, 4 January 2011	17:10, 18 November 2010
1.36 New York's 20th congressional district special election, 2009	01:57, 4 January 2011	23:17, 4 November 2010
1.37 Thyrotoxic periodic paralysis	01:35, 4 January 2011	15:38, 16 December 2010
1.38 Salanoia durrelli	01:35, 4 January 2011	16:17, 15 December 2010
1.39 Henry J. Wood	00:44, 4 January 2011	13:08, 22 December 2010
1.40 Peveril Castle	00:44, 4 January 2011	18:18, 21 December 2010
1.41 Bernard Bosanquet (cricketer)	00:44, 4 January 2011	14:25, 19 December 2010
1.42 South Park (season 13)	00:44, 4 January 2011	14:40, 17 December 2010
